yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_wthn_5_yrs_pc, age_of_persons_born_overseas_census_5_9_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_ttl_ppltn_agd_15_yrs_nm, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_indqtly_dscrb_std_pc, age_of_persons_born_overseas_census_10_14_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_nl_pc, population_of_persons_born_overseas_census_males_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_1000_1999_pr_wk_pc, lbr_frce_stts_prsns_brn_ovrss_cnss_prtcptn_rte_pc, age_of_persons_born_overseas_census_35_39_years_num, age_of_persons_born_overseas_census_45_49_years_num, occupation_of_persons_born_overseas_census_managers_pc, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_10_yrs_ago_pc, rlgs_affltn_prsns_brn_ovrss_cnss_sprtl_blfs_pc, age_of_persons_born_overseas_census_80_84_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_unmplymnt_rte_pc, age_of_persons_born_overseas_census_25_29_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_chrstnty_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_bchlr_dgre_pc, englsh_prfcncy_prsns_brn_ovrss_cnss_prfcnt_pc, age_of_persons_born_overseas_census_40_44_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_grdte_dplma_crtfe_pc, occupation_of_persons_born_overseas_census_labourers_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_schl_edctn_pc, occptn_prsns_brn_ovrss_cnss_mchnry_oprtrs_drvrs_pc, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_1_499_pr_wk_pc, age_of_persons_born_overseas_census_75_79_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_pstgrde_dgre_pc, age_of_persons_born_overseas_census_85_years_and_over_num, age_of_persons_born_overseas_census_60_64_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ngtve_pc, religious_affiliation_persons_born_overseas_census_judaism_pc, occptn_prsns_brn_ovrss_cnss_tchncns_trds_wrkrs_pc, ctznshp_st_prsn_brn_ovrs_cns_astrln_ctzn_pc, occupation_of_persons_born_overseas_census_professionals_pc, religious_affiliation_of_persons_born_overseas_census_islam_pc, age_of_persons_born_overseas_census_65_69_years_num, sa3_name_2016, year_arrival_of_persons_born_overseas_census_arrival_stated_pc, religious_affiliation_persons_born_overseas_census_buddhism_pc, citizenship_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_30_34_years_num, religious_affiliation_persons_born_overseas_census_religion_pc, labour_force_status_persons_born_overseas_census_employed_num, religious_affiliation_persons_born_overseas_census_hinduism_pc, age_of_persons_born_overseas_census_15_19_years_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_2000_2999_pr_wk_pc, english_proficiency_persons_born_overseas_census_proficient_pc, age_of_persons_born_overseas_census_70_74_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_rlgn_sclr_blfs_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_edctn_sttd_pc, occptn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc, age_of_persons_born_overseas_census_55_59_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_3000_pr_wk_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_crtfcte_pc, occptn_prsns_brn_ovrss_cnss_clrcl_admnstrtve_wrkrs_pc, labour_force_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_0_4_years_num, age_of_persons_born_overseas_census_50_54_years_num, age_of_persons_born_overseas_census_20_24_years_num, occptn_prsns_brn_ovrss_cnss_cmmnty_prsnl_srvce_wrkrs_pc, population_of_persons_born_overseas_census_females_num, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_5_10_yrs_ago_pc, labour_force_status_persons_born_overseas_census_num, english_proficiency_persons_born_overseas_census_stated_pc, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_advnc_dplma_pc, occupation_of_persons_born_overseas_census_sales_workers_pc, population_of_persons_born_overseas_census_persons_num, yr, labour_force_status_persons_born_overseas_census_unemployed_num, labour_force_status_persons_born_overseas_census_pc, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_500_999_pr_wk_pc, ctznshp_stts_prsns_brn_ovrss_cnss_astrln_ctzn_pc, sa3_code_2016, rlgs_affltn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc
5.6,106,7342,2.9,208,10.1,3797,27.2,66.5,605,904,11.2,79.1,0.4,118,5.4,338,57.8,8.6,2.8,704,1.1,11.4,41.1,10.3,27.3,226,2.2,78,646,0.5,0.1,18.0,38.3,14.1,0.8,599,"Jimboomba",3.4,2.8,1.6,452,1.2,4621,0.9,334,4.5,96.8,416,31.4,3.8,1.6,744,1.7,23.7,15.9,0.8,19,923,262,10.0,3880,11.9,4883,0.5,10.1,7.4,7677,2016,262,32.9,25.8,60.1,"31104",4.1
12.3,371,15266,3.3,582,10.3,7862,23.5,63.3,1309,1423,9.8,68.0,0.2,344,8.0,1127,58.5,11.1,5.8,1302,1.1,14.0,40.1,10.7,29.2,609,3.1,402,1132,0.7,0.1,14.6,42.7,14.9,4.1,1132,"Loganlea - Carbrook",3.4,3.3,2.3,1253,1.6,8889,2.5,818,3.2,93.6,781,24.7,4.8,1.8,1372,1.6,19.0,14.4,1.0,153,1374,888,11.9,8510,16.3,9658,0.7,9.2,7.8,16371,2016,769,35.7,28.1,55.0,"31105",4.3
20.5,904,23702,2.8,1259,12.8,13049,19.4,60.0,2403,2059,7.7,56.7,0.2,361,11.9,2212,52.9,11.4,13.3,2122,1.2,16.9,40.3,11.8,32.5,629,4.3,314,1500,1.0,0.1,14.8,47.9,16.6,12.9,1437,"Springwood - Kingston",3.1,4.0,1.9,2537,2.5,12534,3.2,1584,2.4,85.8,942,19.4,4.5,1.9,1784,1.1,14.1,11.8,1.1,379,1890,1913,11.4,13191,19.7,14230,0.9,8.3,6.9,26242,2016,1696,38.8,28.1,50.3,"31106",4.3
21.2,120,3408,3.1,122,9.8,1805,22.0,74.6,345,299,10.7,51.0,0.3,35,7.5,422,55.2,14.1,8.1,321,0.9,26.5,37.2,15.2,23.1,83,3.7,25,209,1.0,0.1,15.3,53.7,12.8,1.6,190,"Bowen Basin - North",7.1,5.1,1.6,430,1.0,2353,2.6,92,9.2,91.4,121,30.2,8.1,1.8,300,5.3,16.8,6.5,1.1,41,337,219,7.0,1887,20.6,2544,0.5,7.7,4.2,3696,2016,191,24.3,26.4,44.7,"31201",3.6
15.0,398,12280,2.9,619,11.0,6449,24.3,68.7,1128,1303,9.2,57.5,0.1,246,8.5,879,63.4,13.9,2.6,1142,1.2,13.3,35.5,10.3,25.6,413,3.6,211,892,1.2,0.1,18.3,43.6,19.4,1.5,830,"Mackay",2.8,2.6,1.6,1100,1.2,7714,3.2,624,6.6,96.8,567,24.2,4.8,1.6,1083,3.9,20.0,9.5,0.8,141,1288,584,11.0,6985,24.6,8435,0.5,8.7,7.5,13435,2016,721,30.5,24.5,54.8,"31202",3.2
23.4,65,3424,3.0,63,6.3,1683,23.8,72.9,264,292,14.3,56.0,0.1,45,5.1,444,49.3,16.3,2.7,301,1.2,15.4,33.0,5.9,24.0,102,3.4,35,253,0.7,0.1,17.0,53.3,12.5,0.5,255,"Whitsunday",5.2,4.2,1.1,367,1.0,2369,1.2,99,3.1,96.8,156,39.7,5.0,1.2,274,2.2,18.2,8.9,1.3,28,256,282,16.3,1898,15.4,2497,0.6,14.4,8.1,3583,2016,128,26.0,36.6,45.7,"31203",2.8
6.1,79,5805,3.9,122,6.6,2831,15.4,39.4,215,394,10.8,80.8,0.3,311,9.5,118,64.8,8.8,1.2,312,1.1,12.9,42.1,8.1,44.4,598,2.5,246,618,0.4,0.1,15.1,32.3,17.2,0.4,851,"Bribie - Beachmere",2.9,1.6,1.6,171,0.3,2072,0.3,140,2.7,98.1,800,27.6,7.6,2.5,515,1.5,20.4,12.2,1.5,7,448,78,12.2,3182,10.1,2289,0.6,9.8,9.1,6019,2016,217,59.1,25.3,66.0,"31301",4.1
14.5,247,10384,3.1,348,9.3,5143,17.6,59.6,746,913,9.1,65.1,0.3,250,8.9,982,56.4,9.1,7.8,835,1.0,26.1,43.8,8.9,37.7,403,1.8,231,850,0.8,0.1,12.6,46.5,11.6,0.9,822,"Caboolture",4.5,3.1,1.7,779,1.2,5642,1.6,451,2.3,91.5,638,31.4,5.5,2.3,810,1.0,19.2,9.9,1.3,82,971,701,12.8,5918,15.8,6193,0.7,8.4,6.9,11061,2016,551,39.0,28.2,51.7,"31302",4.3
16.1,40,1685,11.0,71,7.1,992,22.4,52.4,127,138,10.0,57.7,0.4,30,6.0,123,60.3,10.1,3.9,146,0.3,33.1,37.9,5.3,30.2,84,1.5,44,121,0.5,null,15.3,43.4,10.2,0.9,180,"Caboolture Hinterland",12.5,1.3,9.1,143,0.7,830,0.2,62,2.4,87.8,120,24.4,14.8,1.3,141,1.4,16.5,8.9,1.5,17,158,83,9.9,821,13.9,883,8.4,8.3,5.7,1814,2016,53,45.9,25.2,47.4,"31303",11.0
9.7,255,10200,2.9,501,10.1,5289,23.5,62.4,819,1125,9.3,70.7,0.2,253,7.6,473,60.8,9.6,2.0,951,1.1,13.0,39.0,8.9,30.6,468,1.8,211,771,0.7,0.2,16.2,40.1,15.1,0.3,819,"Narangba - Burpengary",2.8,1.4,1.8,566,0.6,5880,1.5,567,3.7,97.4,645,30.1,5.2,1.9,932,1.5,21.8,14.2,1.0,71,1118,472,13.2,5743,16.8,6364,0.6,10.1,8.3,11030,2016,484,36.6,27.1,58.0,"31304",4.5
9.9,285,12360,3.7,421,7.8,6100,21.2,56.9,785,1189,11.1,71.1,0.2,475,7.5,535,59.2,11.9,2.1,1036,1.3,13.4,38.0,6.9,33.8,743,3.0,447,1056,0.6,0.2,14.5,38.2,18.0,0.5,1267,"Redcliffe",3.7,2.4,2.1,680,1.0,6499,1.4,503,4.1,97.3,929,30.0,6.5,1.6,1103,1.9,19.0,13.4,1.6,85,1194,421,13.3,7053,15.3,7029,0.6,10.4,7.8,13148,2016,530,41.5,26.9,59.8,"31305",4.5
8.9,425,14321,1.9,672,9.7,7725,29.5,72.4,1245,1827,15.7,70.8,0.2,212,5.1,592,58.9,19.7,1.4,1683,2.7,6.2,28.9,3.9,22.7,436,6.9,190,1017,0.4,0.2,12.7,29.7,27.6,0.6,985,"The Hills District",2.0,1.7,1.5,923,0.8,9839,2.8,804,8.9,98.4,668,30.2,2.8,1.6,1383,5.6,15.3,15.1,0.6,95,1754,601,10.0,7783,18.4,10368,0.3,12.8,7.2,15510,2016,529,27.0,21.4,68.8,"31401",4.1
17.9,795,16288,2.1,1067,12.0,8946,28.1,73.2,1903,1812,11.0,50.4,0.2,258,8.0,1354,55.1,15.2,2.2,1908,1.5,10.7,33.4,7.9,22.1,355,4.6,199,782,0.6,0.1,14.0,48.3,19.8,1.2,819,"North Lakes",2.5,2.2,1.7,1874,2.0,10976,4.9,1061,5.5,97.3,530,29.9,3.0,1.6,1058,2.5,16.6,13.9,0.7,233,1380,994,12.0,9444,29.2,11928,0.5,10.8,9.0,18387,2016,952,26.1,27.2,50.0,"31402",3.9
12.3,172,6719,3.0,267,9.2,3426,24.5,65.7,673,638,8.5,66.1,0.2,139,7.4,475,58.4,11.8,4.2,638,1.6,14.5,38.4,9.2,29.1,209,3.5,120,492,0.6,0.1,13.6,40.0,15.2,1.1,485,"Strathpine",3.2,2.6,1.8,630,1.6,4087,3.6,297,3.0,95.0,342,27.7,4.8,2.0,579,1.0,18.6,15.9,1.6,63,627,375,13.6,3795,18.4,4414,0.8,10.2,7.3,7224,2016,327,32.7,29.5,58.1,"31403",4.0
11.6,44,2358,6.7,52,7.1,1236,21.4,62.6,178,217,17.6,66.6,0.4,50,4.1,182,55.3,12.9,4.7,175,1.2,15.7,36.6,7.1,30.2,99,3.8,34,219,0.7,null,13.5,35.7,18.0,0.6,226,"Far North",9.9,4.0,3.7,162,1.7,1417,1.5,48,5.7,92.0,151,29.2,9.6,1.6,250,2.0,16.5,9.5,1.5,17,265,100,11.2,1239,11.7,1477,3.2,9.9,4.9,2473,2016,60,35.6,26.3,60.5,"31501",6.5
23.0,144,3309,3.1,171,9.3,1854,29.5,77.5,385,290,8.7,48.3,0.1,49,4.3,373,60.5,15.5,2.2,306,1.3,13.6,36.2,14.0,16.9,76,4.8,24,187,0.8,null,17.7,54.7,18.2,1.8,163,"Outback - North",3.9,2.3,1.9,411,1.2,2453,4.0,151,12.3,97.2,142,26.2,4.6,1.3,246,4.1,17.2,8.8,0.9,49,338,168,10.6,1816,25.0,2564,0.6,7.6,6.6,3672,2016,111,21.7,23.8,43.5,"31502",3.5
20.6,30,980,3.4,26,7.4,473,25.4,69.4,81,80,14.4,59.4,0.3,23,3.7,96,60.3,17.9,6.9,74,2.4,22.1,34.9,4.3,28.4,40,4.2,13,87,0.7,null,10.2,46.9,20.0,2.3,73,"Outback - South",4.8,6.0,1.6,79,0.7,655,2.8,18,4.5,92.5,52,23.3,5.3,2.1,99,2.2,14.4,9.9,1.4,7,97,57,13.1,565,15.6,680,0.9,11.2,4.0,1042,2016,25,29.1,28.3,51.2,"31503",3.3
15.5,425,11319,3.4,587,9.4,5815,21.7,61.5,824,1072,12.4,62.9,0.2,444,7.3,578,55.7,16.3,1.7,1055,1.9,9.3,31.2,3.3,30.8,607,5.3,439,771,0.5,0.3,13.9,38.3,24.8,0.9,820,"Buderim",3.2,2.4,1.9,711,0.7,6451,1.2,659,4.8,97.9,689,34.5,4.4,1.4,870,3.7,16.7,12.5,0.8,119,1137,644,12.1,6630,18.3,6957,0.4,11.7,10.1,12450,2016,506,37.8,25.8,59.8,"31601",3.8
11.9,399,14484,3.6,654,7.6,7341,20.2,56.6,973,1390,10.9,68.4,0.3,676,6.7,631,57.3,13.4,1.4,1198,1.6,10.6,35.0,5.0,33.8,908,3.4,617,1052,0.5,0.2,15.7,37.1,20.6,0.4,1392,"Caloundra",2.8,1.7,1.9,876,0.8,7641,1.5,636,3.9,98.3,1196,33.5,5.1,1.6,1130,2.9,18.9,12.6,1.1,110,1293,513,13.4,8303,16.9,8193,0.3,11.2,9.5,15640,2016,552,42.3,27.5,61.0,"31602",3.9
16.8,214,10635,2.7,283,8.2,5207,21.4,60.8,805,870,12.6,64.2,0.4,369,7.0,856,51.1,15.9,2.1,789,1.8,12.2,35.0,4.3,32.1,542,5.1,311,853,0.4,0.3,14.7,43.3,19.8,1.2,981,"Maroochy",3.3,2.6,1.8,923,1.5,6016,2.8,342,3.5,97.4,670,35.9,4.1,1.5,887,2.8,17.1,11.8,0.9,108,924,508,13.7,6035,15.7,6467,0.5,11.7,9.4,11234,2016,451,38.2,28.9,55.1,"31603",3.7
12.7,279,9176,3.6,369,7.7,4613,20.2,54.7,598,856,15.5,69.5,0.4,366,5.8,340,51.6,16.3,1.1,800,2.0,9.8,31.0,3.0,31.8,621,4.9,356,799,0.7,0.4,14.5,36.3,22.1,0.3,975,"Noosa",2.7,2.0,1.9,476,0.7,4729,0.8,339,3.7,98.0,818,38.6,5.2,1.2,785,3.5,15.9,10.4,1.4,78,840,213,13.4,5291,15.1,5022,0.9,13.2,10.1,9904,2016,293,44.0,28.8,61.7,"31605",4.8
6.3,150,8186,3.3,249,7.4,4113,19.1,54.8,414,793,14.8,78.7,0.7,309,6.5,247,53.6,14.1,1.1,622,2.1,11.2,33.5,4.4,37.7,537,4.1,219,845,0.5,0.2,16.1,32.0,21.1,0.2,975,"Sunshine Coast Hinterland",3.6,2.6,1.9,301,1.0,4193,0.4,251,3.8,98.4,762,36.1,4.9,1.6,888,2.4,18.9,11.5,0.9,27,817,206,10.8,4499,11.3,4486,0.5,13.3,8.4,8611,2016,293,44.3,25.9,66.1,"31606",4.9
7.6,143,6469,4.2,211,7.9,3212,20.1,58.1,421,639,13.1,74.4,0.5,239,6.7,260,55.2,13.7,1.5,552,1.8,12.7,33.3,5.2,34.1,359,3.9,232,572,0.6,0.2,15.5,33.7,20.9,0.9,629,"Nambour",3.0,2.7,2.1,364,0.8,3508,1.0,222,2.9,98.0,513,34.0,5.4,1.2,622,1.9,20.6,11.7,1.5,30,667,185,12.5,3638,15.0,3760,0.5,11.6,7.0,6850,2016,252,40.5,28.5,64.2,"31607",4.1
5.3,67,3802,3.2,119,8.0,1940,19.6,56.1,218,422,14.3,82.2,0.7,109,7.0,61,48.5,15.8,0.6,261,2.5,11.3,31.7,4.6,36.0,225,4.2,58,408,0.6,0.1,14.2,29.5,22.0,0.1,500,"Noosa Hinterland",2.5,2.5,2.2,112,0.8,1985,0.4,144,3.3,98.9,342,41.1,4.8,1.5,421,2.5,18.9,11.7,0.9,19,471,67,11.7,2061,9.9,2134,0.4,13.1,8.5,4005,2016,149,43.0,26.8,68.4,"31608",4.8
25.0,630,17330,3.0,903,11.8,9362,19.8,61.8,1557,1448,10.5,52.8,0.2,397,9.9,1873,53.3,18.0,7.5,1479,1.7,19.0,31.7,4.4,29.6,612,8.3,391,978,0.9,0.1,11.9,46.0,24.6,8.2,1049,"Toowoomba",3.6,4.3,1.6,1747,2.0,9660,6.1,934,3.9,91.9,821,22.0,4.5,1.3,1203,2.5,13.1,9.3,1.1,289,1365,1474,12.7,9794,18.6,10717,0.6,9.0,6.4,19153,2016,1057,37.0,28.5,52.3,"31701",3.4
11.4,44,3055,4.6,52,7.0,1501,16.3,48.8,146,203,19.3,73.2,0.1,205,6.4,184,69.1,12.5,8.7,170,1.1,21.7,48.6,7.2,41.6,243,2.6,242,282,0.5,0.1,9.5,31.5,20.2,0.6,368,"Charters Towers - Ayr - Ingham",6.9,2.5,1.6,125,0.9,1394,1.5,53,2.6,90.4,298,21.1,7.8,1.5,207,1.4,14.9,7.0,2.1,15,207,124,9.7,1667,8.7,1490,0.9,5.4,4.7,3167,2016,96,49.0,26.1,66.8,"31801",3.8
16.3,732,23441,2.7,1090,11.0,12201,24.9,65.1,2089,2320,9.7,60.1,0.2,493,9.1,1896,56.7,16.5,4.2,2070,1.8,11.3,33.4,6.0,28.3,809,7.2,384,1588,0.6,0.2,13.0,38.9,27.1,3.0,1673,"Townsville",3.5,3.3,2.2,2037,1.2,13861,3.2,1259,5.1,95.1,1108,28.1,3.9,1.3,1946,2.9,15.8,10.1,0.9,262,2210,1564,15.0,13326,20.2,15256,0.7,9.5,6.6,25526,2016,1395,34.1,24.5,58.9,"31802",3.7
13.4,178,9923,4.0,249,7.5,4956,14.6,48.2,521,689,12.4,70.5,0.2,469,9.4,686,59.8,12.5,5.3,624,1.3,22.6,40.3,4.8,43.5,717,3.2,359,835,0.6,0.2,11.1,38.2,21.2,1.5,1139,"Bundaberg",5.2,3.3,1.9,561,0.8,4332,1.9,253,2.1,93.8,1023,27.5,7.7,1.6,801,2.1,17.9,8.6,1.6,69,826,413,11.0,5460,10.9,4781,0.9,8.2,6.4,10420,2016,449,50.1,25.6,59.9,"31901",4.4
10.3,57,4458,5.0,72,6.4,2240,11.0,44.0,197,315,13.6,74.3,0.2,145,9.4,253,61.3,10.5,3.3,253,1.0,27.4,42.4,6.0,47.4,341,2.2,113,454,0.7,0.2,9.5,37.1,15.8,0.9,647,"Burnett",6.9,2.2,2.0,220,1.0,1776,1.6,82,1.7,95.8,479,27.0,9.7,3.0,402,1.1,18.3,7.8,2.4,25,421,137,11.4,2368,8.3,1961,0.7,8.2,5.5,4608,2016,185,53.6,26.7,60.9,"31902",5.0
6.5,63,5115,4.1,119,7.0,2488,13.2,42.7,219,452,12.7,81.3,0.4,209,9.2,115,60.0,10.4,1.5,311,1.3,15.3,40.4,6.5,47.2,370,2.5,136,554,0.5,0.3,14.7,32.0,18.1,0.7,702,"Gympie - Cooloola",3.4,2.0,2.2,183,1.3,1982,0.7,121,1.9,98.0,584,29.8,7.5,1.9,545,1.4,19.5,11.3,1.5,21,529,80,11.6,2831,8.8,2183,0.5,10.2,7.6,5321,2016,201,55.8,24.9,65.7,"31903",4.3
6.8,133,9335,4.1,191,6.9,4486,13.4,38.8,420,596,9.4,79.7,0.2,559,10.6,291,61.8,11.0,1.3,499,1.5,10.7,39.3,4.1,47.5,910,3.2,403,849,0.5,0.1,12.0,30.2,27.5,0.9,1280,"Hervey Bay",3.5,2.3,2.0,364,0.7,3241,1.9,221,2.1,97.9,1182,27.6,8.0,1.7,829,1.9,19.8,9.2,1.7,44,812,130,16.1,5223,10.1,3625,0.8,9.4,9.0,9713,2016,384,59.5,23.5,67.8,"31904",4.0
5.2,41,4314,5.1,56,7.4,2089,11.8,36.9,186,316,10.3,83.1,0.4,139,12.4,87,62.8,8.3,1.0,218,1.2,12.0,40.6,6.9,51.7,340,1.9,133,575,0.5,0.1,11.0,30.1,20.0,0.3,687,"Maryborough",5.4,1.8,2.5,131,0.7,1396,0.9,55,1.4,97.6,545,27.3,9.1,1.2,451,1.0,21.8,13.4,1.8,12,373,71,16.5,2340,6.3,1593,1.2,9.6,8.3,4428,2016,197,61.2,21.1,67.4,"31905",5.1
21.7,466,12033,1.8,695,16.3,6247,22.7,56.8,1064,1034,15.4,59.7,0.2,424,8.6,688,40.4,26.6,8.1,1157,2.8,4.9,26.7,1.9,24.6,576,15.3,471,811,0.8,0.5,7.2,40.2,43.5,3.4,946,"Burnside",2.5,6.9,1.4,778,1.8,6246,5.6,863,6.7,91.6,722,36.4,2.4,1.4,899,7.9,5.1,11.2,0.4,162,929,661,8.6,7107,16.1,6833,0.4,8.1,6.0,13351,2016,587,42.8,19.4,58.4,"40103",4.5
17.4,475,15983,2.8,528,13.5,8272,17.8,50.3,1276,1005,10.8,62.7,0.1,938,9.6,1070,51.7,19.0,12.1,1051,1.9,10.8,37.6,4.9,37.6,1176,9.0,889,1118,0.7,0.2,12.0,38.6,28.1,3.5,1330,"Campbelltown (SA)",2.5,5.5,1.3,1390,4.3,7268,6.2,748,3.2,87.2,1145,24.3,4.2,1.5,1020,1.5,8.8,11.4,0.9,156,985,828,13.0,8866,17.3,8039,0.7,7.9,7.5,17136,2016,771,48.8,22.8,60.2,"40104",3.9
52.8,114,9477,2.6,81,32.1,4810,15.3,47.2,611,336,12.5,27.8,0.2,90,17.5,1595,25.9,27.3,10.5,379,1.6,6.9,36.0,1.5,23.9,145,13.6,112,299,1.4,0.1,8.9,71.4,37.3,5.5,333,"Adelaide City",5.3,7.9,1.6,993,0.8,3693,4.2,755,4.1,88.3,178,50.6,3.4,1.4,289,3.5,3.6,9.8,0.6,81,339,3029,14.4,4944,14.1,4475,1.1,9.0,7.4,9752,2016,782,52.2,17.1,27.0,"40101",4.6
6.6,157,10605,2.2,313,7.9,5352,24.8,60.3,522,1057,15.9,80.2,0.4,372,4.8,309,50.6,19.3,1.4,753,3.2,7.7,29.2,3.4,30.0,607,8.1,339,1123,0.6,0.3,12.8,25.9,29.9,0.4,1205,"Adelaide Hills",2.9,2.6,1.4,421,0.9,6089,0.8,374,6.2,98.3,821,38.8,3.8,1.2,1203,4.0,15.6,11.8,0.7,51,1243,269,11.1,5767,10.3,6398,0.3,11.9,6.3,11126,2016,309,38.9,24.3,72.7,"40102",4.7
25.2,272,10001,2.1,268,14.4,5030,18.4,53.1,904,558,11.7,56.3,0.3,527,9.7,984,45.4,23.1,11.4,659,2.4,9.9,32.5,2.9,34.9,595,13.3,590,604,0.6,0.4,9.6,46.0,35.7,4.3,687,"Norwood - Payneham - St Peters",2.9,4.3,1.5,1026,2.4,4799,6.8,381,4.0,88.0,537,31.6,3.2,1.6,532,3.9,6.6,10.6,0.6,153,594,817,12.6,5659,15.5,5315,0.6,8.1,5.6,10697,2016,516,46.2,21.6,52.5,"40105",4.1
21.9,170,7108,2.3,197,13.2,3776,20.8,56.8,648,440,13.1,59.3,0.2,316,9.6,656,42.1,22.8,10.4,478,2.5,10.7,32.3,5.1,30.4,361,11.7,309,494,0.9,0.2,10.2,39.3,32.5,6.9,565,"Prospect - Walkerville",2.6,5.7,1.6,771,4.2,3646,10.3,263,5.0,89.1,392,26.5,3.0,1.4,474,4.5,8.0,10.6,0.6,89,413,545,9.9,3795,16.3,4035,0.6,9.1,6.4,7563,2016,389,42.6,23.0,59.1,"40106",3.6
16.2,1031,39431,2.9,1480,11.3,20731,15.5,51.9,3662,2923,9.2,62.1,0.1,1364,11.4,3049,47.6,11.4,16.8,2972,0.8,19.4,43.3,8.9,40.8,1793,4.6,1115,2917,0.9,null,14.2,33.6,15.1,11.4,2702,"Salisbury",2.9,9.8,1.8,3949,2.9,18152,7.9,1829,1.6,82.4,2050,16.7,4.5,1.8,3261,0.6,13.4,10.1,0.9,419,3461,2385,14.6,21631,18.8,20479,0.8,7.1,6.7,42363,2016,2327,47.1,26.3,64.7,"40204",3.5
9.0,352,21089,2.7,511,8.9,10533,22.2,53.9,1378,1595,10.8,75.6,0.2,1085,6.9,897,57.7,14.6,4.5,1244,1.7,9.5,38.1,5.4,35.4,1384,5.5,958,1943,0.5,0.1,14.3,28.4,21.9,2.7,2098,"Tea Tree Gully",2.2,2.7,1.9,1303,2.5,10571,3.8,691,3.6,95.1,1647,26.0,4.7,1.4,2084,1.2,17.0,15.0,1.0,80,2071,726,14.2,11503,13.1,11357,0.5,10.2,7.6,22033,2016,786,45.2,25.5,69.7,"40205",4.1
23.8,268,8661,2.4,297,14.2,4399,20.8,56.5,758,590,14.0,58.1,0.2,365,9.2,792,42.5,24.8,9.1,651,2.8,7.4,29.2,1.9,28.5,406,14.8,482,549,0.7,0.3,9.1,41.5,38.2,4.0,626,"Unley",3.5,4.6,1.6,830,1.9,4444,5.5,429,6.3,90.3,469,36.3,3.2,1.4,513,5.4,6.3,10.9,0.5,109,576,624,11.0,4931,14.7,4896,0.5,7.9,6.3,9330,2016,452,42.9,21.7,57.0,"40107",4.3
5.1,59,5481,2.9,104,6.3,2687,20.7,51.0,209,469,13.8,84.3,0.2,327,6.3,123,63.0,9.4,2.3,275,1.6,11.3,44.9,7.0,39.9,444,2.3,274,593,0.5,null,15.7,27.6,17.0,0.5,546,"Gawler - Two Wells",3.0,2.5,1.5,174,0.6,2617,0.6,144,3.9,97.1,455,27.1,5.4,1.9,669,1.2,19.0,13.5,0.8,15,682,99,12.7,2969,7.6,2794,0.5,9.9,7.1,5661,2016,177,48.1,24.8,70.8,"40201",4.9
11.6,449,17876,3.6,755,8.6,9251,13.9,44.3,1118,1283,11.4,71.8,0.1,884,12.4,954,58.0,6.6,11.7,1038,0.7,17.9,47.5,10.0,47.4,1111,1.6,816,1573,0.8,0.1,12.7,33.2,12.4,7.8,1480,"Playford",3.5,4.9,2.5,1120,1.5,6931,3.2,801,1.5,87.3,1205,19.9,6.7,2.1,1865,0.5,16.1,11.3,1.5,143,1867,768,15.9,9959,13.0,7912,0.9,6.9,6.4,19216,2016,981,54.2,23.6,64.3,"40202",4.2
23.8,666,23176,3.1,876,14.5,12667,17.8,57.1,2621,1472,8.7,48.1,0.1,654,11.8,2690,37.0,19.7,14.9,1867,1.4,16.8,34.4,7.0,35.4,765,9.4,673,1201,0.9,null,12.8,43.3,23.3,15.0,1198,"Port Adelaide - East",3.7,6.3,2.3,3358,5.3,11675,12.3,1135,2.0,83.7,947,19.6,4.2,1.7,1278,0.8,9.0,9.3,0.9,305,1404,1928,13.7,12355,24.5,13241,1.3,8.1,6.7,25026,2016,1566,41.9,25.5,54.4,"40203",4.0
